language_ID,glottocode,glottolog_name,size,class
v_pashtopash1269,pash1269,Pashto,4,nieces_nephews
v_pausernapaus1244,paus1244,Warázu,2,nieces_nephews
v_phendephen1239,phen1239,Phende,1,nieces_nephews
v_pilagapila1245,pila1245,Pilagá,2,nieces_nephews
v_pintupiluritjapint1250,pint1250,Pintupi-Luritja,6,nieces_nephews
v_pitjantjatjarapitj1243,pitj1243,Pitjantjatjara,4,nieces_nephews
v_pittapittapitt1247,pitt1247,Pitta Pitta,2,nieces_nephews
v_polishpoli1260,poli1260,Polish,4,nieces_nephews
v_portugueseport1283,port1283,Portuguese,2,nieces_nephews
v_praiphai1238,phai1238,Prai,2,nieces_nephews
v_prototupiguaranitupi1276,tupi1276,NA,4,nieces_nephews
v_puinavepuin1248,puin1248,Puinave,2,nieces_nephews
v_pumepume1238,pume1238,Pumé,2,nieces_nephews
v_qawasquarqawa1238,qawa1238,Qawasqar,1,nieces_nephews
v_quechanquec1382,quec1382,Quechan,6,nieces_nephews
v_raroianstuam1242,tuam1242,Tuamotuan,1,nieces_nephews
v_rennellislandersrenn1242,renn1242,Rennell-Bellona,4,nieces_nephews
v_ritharrngurita1239,rita1239,Ritarungo,1,nieces_nephews
v_romanianroma1327,roma1327,Romanian,2,nieces_nephews
v_rotinesetermanuterm1237,term1237,Termanu,3,nieces_nephews
v_rotumansrotu1241,rotu1241,Rotuman,2,nieces_nephews
v_rumurumu1243,rumu1243,Rumu,2,nieces_nephews
v_rundirund1242,rund1242,Rundi,4,nieces_nephews
v_russianruss1263,russ1263,Russian,5,nieces_nephews
v_rutulshin1265,shin1265,Shina (Nakh-Daghestan),1,nieces_nephews
v_saasaaa1240,saaa1240,Sa'a,2,nieces_nephews
v_samoansamo1305,samo1305,Samoan,1,nieces_nephews
v_sanapanasana1298,sana1298,Sanapaná,1,nieces_nephews
v_sangosang1331,sang1331,Sanga (Democratic Republic of Congo),1,nieces_nephews
v_sangutanzaniasang1330,sang1330,Sangu (Tanzania),3,nieces_nephews
v_sansalvadorkongosans1272,sans1272,San Salvador Kongo,1,nieces_nephews
v_sanskritsans1269,sans1269,Sanskrit,7,nieces_nephews
v_sardiniansard1257,sard1257,Sardinian,2,nieces_nephews
v_sateremawesate1243,sate1243,Sateré-Mawé,2,nieces_nephews
v_saterfriesischsate1242,sate1242,Ems-Weser Frisian,2,nieces_nephews
v_selknamonaa1245,onaa1245,Selk'nam,2,nieces_nephews
v_selkupselk1253,selk1253,Selkup,1,nieces_nephews
v_sepikiwamsepi1255,sepi1255,Sepik Iwam,2,nieces_nephews
v_serbocroationsout1528,sout1528,Serbian-Croatian-Bosnian,6,nieces_nephews
v_serbsserb1264,serb1264,Serbian Standard,4,nieces_nephews
v_seriseri1257,seri1257,Seri,1,nieces_nephews
v_serranoserr1255,serr1255,Serrano,5,nieces_nephews
v_shastashas1239,shas1239,Shasta,5,nieces_nephews
v_shipiboship1254,ship1254,Shipibo-Conibo,1,nieces_nephews
v_shishii1238,shii1238,Shi,2,nieces_nephews
v_shonashon1251,shon1251,Shona,1,nieces_nephews
v_sindhisind1272,sind1272,Sindhi,4,nieces_nephews
v_sinhalasinh1246,sinh1246,Sinhala,5,nieces_nephews
v_sionsion1247,sion1247,Siona-Tetete,3,nieces_nephews
v_sirionosiri1273,siri1273,Sirionó,5,nieces_nephews
v_skoltsaamiskol1241,skol1241,Skolt Saami,6,nieces_nephews
v_slovakianslov1269,slov1269,Slovak,2,nieces_nephews
v_slovenianslov1268,slov1268,Slovenian,2,nieces_nephews
v_sogasoga1242,soga1242,Soga,3,nieces_nephews
v_songoorasong1300,song1300,Songoora,2,nieces_nephews
v_sosvamansinort2677,nort2677,Sosva Mansi,4,nieces_nephews
v_southeasterntepehuanosout2976,sout2976,Southeastern Tepehuan,8,nieces_nephews
v_southerncoastaltsimshiannucl1649,nucl1649,Southern-Coastal Tsimshian,1,nieces_nephews
v_southernuteutee1244,utee1244,Ute,7,nieces_nephews
v_southmarquesansout2866,sout2866,South Marquesan,2,nieces_nephews
v_southsaamisout2674,sout2674,South Saami,6,nieces_nephews
v_southtairorasout2943,sout2943,South Tairora,2,nieces_nephews
v_standardcatalanstan1289,stan1289,Catalan,2,nieces_nephews
v_standardenglishstan1293,stan1293,English,2,nieces_nephews
v_standardfrenchstan1290,stan1290,French,2,nieces_nephews
v_standardgermanstan1295,stan1295,German,2,nieces_nephews
v_standardspanishstan1288,stan1288,Spanish,2,nieces_nephews
v_sukumasuku1261,suku1261,Sukuma,1,nieces_nephews
v_sukusuku1259,suku1259,Suku,1,nieces_nephews
v_suruisuru1262,suru1262,Suruí,1,nieces_nephews
v_swedishswed1254,swed1254,Swedish,5,nieces_nephews
v_taabwashil1264,shil1264,Shila,2,nieces_nephews
v_tabriaktabr1243,tabr1243,Tabriak,5,nieces_nephews
v_tahitianstahi1242,tahi1242,Tahitian,2,nieces_nephews
v_tamiltami1289,tami1289,Tamil,10,nieces_nephews
v_tanalatana1285,tana1285,Tañala,4,nieces_nephews
v_tapirapetapi1254,tapi1254,Tapirapé,6,nieces_nephews
v_tarahumaracent2131,cent2131,Central Tarahumara,2,nieces_nephews
v_tehuelchetehu1242,tehu1242,Tehuelche,2,nieces_nephews
v_telugutelu1262,telu1262,Telugu,6,nieces_nephews
v_tembetemb1276,temb1276,Tenetehara,7,nieces_nephews
v_tenharimtenh1241,tenh1241,Tenharim-Parintintin-Diahoi,3,nieces_nephews
v_tereitere1278,tere1278,Terei,4,nieces_nephews
v_tikopiatiko1237,tiko1237,Tikopia,2,nieces_nephews
v_tivtivv1240,tivv1240,Tiv,1,nieces_nephews
v_tlingittlin1245,tlin1245,Tlingit,1,nieces_nephews
v_tobatoba1269,toba1269,Toba,2,nieces_nephews
v_tocantinsasurinitoca1235,toca1235,Tocantins Asurini,5,nieces_nephews
v_todatoda1252,toda1252,Toda,7,nieces_nephews
v_tohonooodhamtoho1245,toho1245,Tohono O'odham,1,nieces_nephews
v_tokelautoke1240,toke1240,Tokelau,5,nieces_nephews
v_tolowatolo1259,tolo1259,Tolowa-Chetco,3,nieces_nephews
v_tongantong1325,tong1325,Tonga (Tonga Islands),4,nieces_nephews
v_tonganyasatong1321,tong1321,Tonga (Nyasa),2,nieces_nephews
v_tongarevanspenr1237,penr1237,Māngarongaro,2,nieces_nephews
v_toorotoor1238,toor1238,Tooro,1,nieces_nephews
v_trinitariotrin1274,trin1274,Trinitario-Javeriano-Loretano,2,nieces_nephews
v_trumaitrum1247,trum1247,Trumai,2,nieces_nephews
v_tsongatson1249,tson1249,Tsonga,2,nieces_nephews
v_tswanatswa1253,tswa1253,Tswana,5,nieces_nephews
v_tucanotuca1252,tuca1252,Tucano,6,nieces_nephews
v_tundranenetsnene1249,nene1249,Tundra Nenets,9,nieces_nephews
v_tupinambatupi1273,tupi1273,Tupinambá,5,nieces_nephews
v_tupitupi1274,tupi1274,Lingua Geral Paulista,8,nieces_nephews
v_tuyucatuyu1244,tuyu1244,Tuyuca,2,nieces_nephews
v_tzeltaltzel1254,tzel1254,Tzeltal,2,nieces_nephews
v_udmurtudmu1245,udmu1245,Udmurt,10,nieces_nephews
v_ukrainianukra1253,ukra1253,Ukrainian,6,nieces_nephews
v_ulawaulaw1237,ulaw1237,Ulawa,2,nieces_nephews
v_umbunduumbu1257,umbu1257,Umbundu,1,nieces_nephews
v_umpilaumpi1239,umpi1239,Umpila,4,nieces_nephews
v_urduurdu1245,urdu1245,Urdu,4,nieces_nephews
v_wahginucl1620,nucl1620,Wahgi,2,nieces_nephews
v_wailakiwail1244,wail1244,Eel River Athabaskan,6,nieces_nephews
v_waimiriatroariwaim1253,waim1253,Waimiri-Atroari,5,nieces_nephews
v_wajarriwaja1257,waja1257,Wajarri,1,nieces_nephews
v_wakayawaga1260,waga1260,Wagaya,2,nieces_nephews
v_wallonwall1255,wall1255,Walloon,2,nieces_nephews
v_wangkangurruwang1290,wang1290,Wangganguru,2,nieces_nephews
v_wangkumarawong1246,wong1246,Wangkumara,1,nieces_nephews
v_waoraniwaor1240,waor1240,Waorani,2,nieces_nephews
v_wapishanawapi1253,wapi1253,Wapishana,2,nieces_nephews
v_wappowapp1239,wapp1239,Wappo,10,nieces_nephews
v_warlmanpawarl1255,warl1255,Warlmanpa,2,nieces_nephews
v_warlpiriwarl1254,warl1254,Warlpiri,8,nieces_nephews
v_warnmanwanm1242,wanm1242,Wanman,3,nieces_nephews
v_warumunguwaru1265,waru1265,Warumungu,3,nieces_nephews
v_warunguwaru1264,waru1264,Warrongo,5,nieces_nephews
v_waurawaur1244,waur1244,Waurá,2,nieces_nephews
v_wayampiwaya1270,waya1270,Wayampi,7,nieces_nephews
v_wayuuwayu1243,wayu1243,Wayuu,1,nieces_nephews
v_wedauweda1241,weda1241,Wedau,2,nieces_nephews
v_westernapachewest2615,west2615,Western Apache,2,nieces_nephews
v_westernarmenianhoms1234,homs1234,Western Armenian,2,nieces_nephews
v_westernfarsiwest2369,west2369,Western Farsi,7,nieces_nephews
v_westernpanjabiwest2386,west2386,Western Panjabi,2,nieces_nephews
v_westernshoshoniwest2622,west2622,Western Shoshoni,1,nieces_nephews
v_wichiwich1264,wich1264,Wichí Lhamtés Güisnay,2,nieces_nephews
v_wikmungkanwikm1247,wikm1247,Wik-Mungkan,9,nieces_nephews
v_wiradjuriwira1262,wira1262,Wiradhuri,1,nieces_nephews
v_wiranguwira1265,wira1265,Wirangu,5,nieces_nephews
v_wiruwiru1244,wiru1244,Wiru,1,nieces_nephews
v_wiyotwiyo1248,wiyo1248,Wiyot,2,nieces_nephews
v_wulguruwulg1239,wulg1239,Wulguru,1,nieces_nephews
v_wuvuluauawuvu1239,wuvu1239,Wuvulu-Aua,3,nieces_nephews
v_yakacaryaka1272,yaka1272,Yaka (Central African Republic),2,nieces_nephews
v_yakapelendelonzoyaka1269,yaka1269,Yaka-Pelende-Lonzo,1,nieces_nephews
v_yalarnngayala1262,yala1262,Yalarnnga,3,nieces_nephews
v_yamanayama1264,yama1264,Yámana,2,nieces_nephews
v_yamdenayamd1240,yamd1240,Yamdena,2,nieces_nephews
v_yandruwandhayand1253,yand1253,Yandruwandha,2,nieces_nephews
v_yansiyans1239,yans1239,Yansi,1,nieces_nephews
v_yanyuwayany1243,yany1243,Yanyuwa,2,nieces_nephews
v_yarluyandingam1265,ngam1265,Ngamini-Yarluyandi-Karangura,3,nieces_nephews
v_yaviteroyavi1244,yavi1244,Yavitero-Pareni,1,nieces_nephews
v_yerukulayeru1240,yeru1240,Yerukula,2,nieces_nephews
v_yidinyyidi1250,yidi1250,Yidiñ,2,nieces_nephews
v_yindjibarndiyind1247,yind1247,Yindjibarndi,5,nieces_nephews
v_yombeyomb1244,yomb1244,Yombe,2,nieces_nephews
v_yucatecmayayuca1254,yuca1254,Yucatec Maya,3,nieces_nephews
v_yugambehyugu1249,yugu1249,Yugumbir,5,nieces_nephews
v_yukiyuki1243,yuki1243,Northern Yukian,4,nieces_nephews
v_yuwaalaraaygami1243,gami1243,Yuwaalaraay-Gamilaraay,4,nieces_nephews
v_zigulazigu1242,zigu1242,Zigula,1,nieces_nephews
v_zinzazinz1238,zinz1238,Zinza,1,nieces_nephews
v_zuluzulu1248,zulu1248,Zulu,1,nieces_nephews
v_zunizuni1245,zuni1245,Zuni,3,nieces_nephews
p_abuiabui1241,abui1241,Abui,6,cousins
p_adangadan1251,adan1251,Adang,6,cousins
p_agob-ende-kawamagob1244,agob1244,Agob-Ende-Kawam,4,cousins
p_aklanonakla1241,akla1241,Kailibo Aklanon,3,cousins
p_alamblakalam1246,alam1246,Alamblak,7,cousins
p_alanganalan1249,alan1249,Alangan,1,cousins
p_amanabaman1265,aman1265,Amanab,5,cousins
p_ampibabolaujeampi1237,ampi1237,Ampibabo,1,cousins
p_anejomanei1239,anei1239,Aneityum,6,cousins
p_aniwaaniw1237,aniw1237,Aniwa,4,cousins
p_anutaanut1237,anut1237,Anuta,3,cousins
p_arabanaarab1267a,arab1267,Arabana,5,cousins
p_arakiarak1252,arak1252,Araki,5,cousins
p_arearearea1240,area1240,'Are'are,3,cousins
p_ariamoukariamouk1240a,mouk1240,Mouk,5,cousins
p_arosiaros1241,aros1241,Arosi,1,cousins
p_asfauslanaust1271,aust1271,Auslan,1,cousins
p_atchinatch1238,atch1238,Atchin,3,cousins
p_atoniuabmetouabm1237,uabm1237,Uab Meto,4,cousins
p_attaatta1244,atta1244,Atta,3,cousins
p_auauuu1241,auuu1241,Au,5,cousins
p_avavabangasadialectkatb1237,katb1237,Avava,3,cousins
p_avavaniviardialectkatb1237b,katb1237,Avava,3,cousins
p_ayiwoayiw1239,ayiw1239,Äiwoo,6,cousins
p_bacanesemalaybacanbaca1243,baca1243,Bacanese Malay,1,cousins
p_balangaobala1310,bala1310,Balangao,3,cousins
p_balinesebali1278,bali1278,Balinese,1,cousins
p_banjarbanj1239,banj1239,Banjar,1,cousins
p_bannonibann1247,bann1247,Bannoni,1,cousins
p_barabethanohano1246a,hano1246,Hano,2,cousins
p_bardibard1254,bard1254,Bardic,4,cousins
p_bariokelabitbari1288,bari1288,Bario,1,cousins
p_barokkarubaro1253,baro1253,Barok,2,cousins
p_baruyabaru1267,baru1267,Baruya,6,cousins
p_bataktobabata1289,bata1289,Batak Toba,4,cousins
p_berikberi1254,beri1254,Berik,2,cousins
p_biakbiak1248,biak1248,Biak,4,cousins
p_bignambasbign1238,bign1238,Big Nambas,5,cousins
p_bignambasbign1238a,bign1238,Big Nambas,7,cousins
p_bilibilbilb1241,bilb1241,Bilibil,4,cousins
p_bininjkunwokgunw1252,gunw1252,Bininj Kun-Wok,6,cousins
p_binukidtalaandigbinukidbinu1244,binu1244,Talaandig-Binukid,4,cousins
p_blagarblag1240,blag1240,Blagar,4,cousins
p_boanosulawesiboan1243,boan1243,Boano (Sulawesi),1,cousins
p_bontokbont1247,bont1247,Bontok,1,cousins
p_brookespointpalawanobroo1239,broo1239,Brooke's Point Palawano,1,cousins
p_bruneisabahmalaymalaysaba1263,saba1263,Sabah Malay,1,cousins
p_buhidbuhi1245,buhi1245,Buhid,1,cousins
p_buinbuin1247,buin1247,Buinic,4,cousins
p_bukatbuka1261,buka1261,Bukat,1,cousins
p_bulibuli1256,buli1256,Buli,2,cousins
p_bunganditjbung1264,bung1264,Bunganditj,4,cousins
p_bungkubung1269,bung1269,Bungku,1,cousins
p_butmasturbutm1237,butm1237,Farafi,3,cousins
p_casigurandumagatagtacasi1235,casi1235,Casiguran-Nagtipunan Agta,1,cousins
p_cebuanocebu1242,cebu1242,Cebuano,1,cousins
p_centralcagayanagtacent2084,cent2084,Central Cagayan Agta,1,cousins
p_centralmelanaucent2101,cent2101,Central Melanau,1,cousins
p_centralsamacent2092,cent2092,Central Sama,1,cousins
p_centraltagbanwacent2090,cent2090,Central Tagbanwa,1,cousins
p_chamarrocham1312,cham1312,Chamorro,2,cousins
p_chavacanochav1241,chav1241,Chavacano,2,cousins
p_chekeholochek1238,chek1238,Cheke Holo,4,cousins
p_chepangchep1245,chep1245,Chepang,2,cousins
p_chuukesetrukesechuu1238,chuu1238,Chuukese,5,cousins
p_cotabatomanobocota1241,cota1241,Cotabato Manobo,5,cousins
p_daakieport1286,port1286,Daakie,1,cousins
p_dadibidadi1250,dadi1250,Dadibi,3,cousins
p_dakakadaka1243,daka1243,Dakaka,6,cousins
p_dalabonngal1292,ngal1292,Ngalkbun,7,cousins
p_dampelasdamp1237,damp1237,Dampelas,1,cousins
p_dehongdeho1238,deho1238,Dehong,1,cousins
p_dhuwaldhuwalayolngudhuw1248,dhuw1248,Dhuwal-Dhuwala,3,cousins
p_diyaridier1241a,dier1241,Dieri,6,cousins
p_djapudhuw1249,dhuw1249,Dhuwal,4,cousins
p_djinangdjin1253a,djin1253,Djinang,2,cousins
p_dobudobu1241,dobu1241,Dobu,2,cousins
p_dondodond1249,dond1249,Dondo,1,cousins
p_doutaidout1240,dout1240,Doutai,4,cousins
p_dunaduna1248,duna1248,Duna,4,cousins
p_dupaninganagatdupa1235,dupa1235,Dupaninan Agta,2,cousins
p_duungidjawuduun1241,duun1241,Duungidjawu,1,cousins
p_dzonghkalhopdzon1239,dzon1239,Dzongkha,5,cousins
p_dzonghkashadzon1239,dzon1239,Dzongkha,4,cousins
p_dzonghkawangwang1287,wang1287,Wang-The,5,cousins
p_eastfutunaeast2447,east2447,East Futuna,2,cousins
p_eastkaveeast2516,east2516,East Kewa,1,cousins
p_eastkewaeast2516,east2516,East Kewa,4,cousins
p_edopiedop1238,edop1238,Edopi,5,cousins
p_eipomekeipo1242,eipo1242,Eipomek,8,cousins
p_ekariekar1243,ekar1243,Ekari,7,cousins
p_emauemaoislandemau1237,emau1237,Emau,4,cousins
p_endepapuanewguineaende1235,ende1235,Ende (Papua New Guinea),1,cousins
p_englishstan1293,stan1293,English,1,cousins
p_eraveerav1244,erav1244,Erave,1,cousins
p_fijianfiji1243,fiji1243,Fijian,4,cousins
p_foifoii1241,foii1241,Foi,4,cousins
p_forefore1270,fore1270,Fore,9,cousins
p_fortsenalkiaifort1240,fort1240,Kiai,1,cousins
p_futunaaniwafutu1245,futu1245,Futuna-Aniwa,1,cousins
p_gadanggada1258,gada1258,Ga'dang,1,cousins
p_galelagale1259,gale1259,Galela,6,cousins
p_ganegimangane1237,gane1237,Gane,4,cousins
p_ganggalidagang1267,gang1267,Ganggalida,5,cousins
p_gelagela1263,gela1263,Gela,1,cousins
p_germanstan1295,stan1295,German,2,cousins
p_gimigimi1243,gimi1243,Gimi (Eastern Highlands),2,cousins
p_grasskoiarigras1249,gras1249,Grass Koiari,1,cousins
p_guigwigwii1239,gwii1239,/Gwi,4,cousins
p_guuguyimidhirrgugu1255a,gugu1255,Guugu Yimidhirr,8,cousins
p_hanunoohanu1241,hanu1241,Hanunoo,1,cousins
p_hawaiihawa1245,hawa1245,Hawaiian,3,cousins
p_hewahewa1241,hewa1241,Hewa,3,cousins
p_hiligaynonhili1240,hili1240,Hiligaynon,1,cousins
p_hulihuli1244,huli1244,Huli,4,cousins
p_iauiauu1242,iauu1242,Iau,4,cousins
p_ibaloinabaloiibal1244,ibal1244,Ibaloi,1,cousins
p_ibanagiban1267,iban1267,Ibanag,1,cousins
p_ibaniban1264,iban1264,Iban,1,cousins
p_idaanidaa1241,idaa1241,Ida'an,1,cousins
p_idinucl1597,nucl1597,Idi,4,cousins
p_iliuuniliu1237,iliu1237,Ili'uun,2,cousins
p_ilokanoilok1237,ilok1237,Iloko,1,cousins
p_imbonguimbo1238,imbo1238,Imbongu,5,cousins
p_inanwatansuaboinan1242,inan1242,Inanwatan,2,cousins
p_indonesianbajauindo1317,indo1317,Indonesian Bajau,1,cousins
p_indonesianindo1316,indo1316,Standard Indonesian,1,cousins
p_irayairay1237,iray1237,Iraya,1,cousins
p_isirawaisir1237,isir1237,Isirawa,4,cousins
p_isnagisna1241,isna1241,Isnag,1,cousins
p_itbayativat1242,ivat1242,Itbayat,1,cousins
p_itnegbinonganbino1237,bino1237,Binongan Itneg,3,cousins
p_iwamiwam1256,iwam1256,Iwam,5,cousins
p_javanesejava1254,java1254,Javanese,1,cousins
p_jinguludjin1251,djin1251,Jingulu,6,cousins
p_kalalagawyakala1377,kala1377,Kala Lagaw Ya,2,cousins
p_kalamangkara1499,kara1499,Kalamang,3,cousins
p_kalamkala1397,kala1397,Kalam,4,cousins
p_kalingaahinkayapakalanguyaahin1234,ahin1234,Ahin-Kayapa Kalanguya,1,cousins
p_kamangkama1365,kama1365,Kamang,7,cousins
p_kamanokama1370,kama1370,Kamano,1,cousins
p_kamberakamb1299,kamb1299,Kambera,9,cousins
p_kankanaeykankanaikank1243,kank1243,Kankanaey,1,cousins
p_kapingamarangikapi1249a,kapi1249,Kapingamarangi,2,cousins
p_kashayakash1280,kash1280,Kashaya,4,cousins
p_kaurenaraukaur1271,kaur1271,Kaure-Narau,5,cousins
p_kayardildkaya1318,kaya1318,Kayardild-Yangkaal,10,cousins
p_kemtuikkemt1242,kemt1242,Kemtuik,6,cousins
p_ketengbankete1254,kete1254,Ketengban,8,cousins
p_keyaganakeya1238,keya1238,Keyagana,1,cousins
p_khalkhamongolianmong1331,mong1331,Mongolian,3,cousins
p_kilivilakili1267,kili1267,Kilivila,4,cousins
p_kimaamakima1246,kima1246,Kimaama,3,cousins
p_kiputkipu1237,kipu1237,Kiput,1,cousins
p_kiramankira1248,kira1248,Kiramang,4,cousins
p_kombaikomb1274,komb1274,Kombai,6,cousins
p_kombakomb1273,komb1273,Komba,2,cousins
p_komnzokomn1238,komn1238,Kómnjo,6,cousins
p_korafekora1295,kora1295,Korafe,6,cousins
p_korowaikoro1312,koro1312,Korowai,10,cousins
p_kosarekyalekosa1249,kosa1249,Kosarek Yale,4,cousins
p_kriolroperriver,krio1252,Kriol,4,cousins
p_kristangmalaccacreoleportugesemala1533,mala1533,Malacca-Batavia Portuguese Creole,2,cousins
p_kuanuakuan1248,kuan1248,Kuanua,6,cousins
p_kukuyalanjikuku1273,kuku1273,Kuku-Yalanji,2,cousins
p_kulisusukuli1254,kuli1254,Kulisusu,1,cousins
p_kumankuma1280,kuma1280,Kuman,4,cousins
p_kunimaipakuni1267,kuni1267,Kunimaipa,10,cousins
p_kunjenkunj1248,kunj1248,Southwestern Alaya-Athima,2,cousins
p_kuotkuot1243,kuot1243,Kuot,3,cousins
p_kuukuyaukuuk1238,kuuk1238,Kuuku-Ya'u,2,cousins
p_kwaiokwai1243,kwai1243,Kwaio,3,cousins
p_kwamerakwam1252,kwam1252,Kwamera,3,cousins
p_kwomakwom1262,kwom1262,Kwoma,8,cousins
p_kyakakyak1244,kyak1244,Kyaka,4,cousins
p_lamogailamo1244,lamo1244,Lamogai,2,cousins
p_lardillard1243,lard1243,Lardil,3,cousins
p_larevatlare1249,lare1249,Larevat,9,cousins
p_latinlati1261a,lati1261,Latin,4,cousins
p_laujelauj1238,lauj1238,Lauje,1,cousins
p_laulauu1247,lauu1247,Lau,2,cousins
p_lavatburalamusongkonobinlava1239,lava1239,Lavatbura-Lamusong,3,cousins
p_lebanesearabicstan1323,stan1323,Standard Lebanese Arabic,4,cousins
p_lelepalele1267,lele1267,Lelepa,3,cousins
p_lenakellena1238,lena1238,Lenakel,5,cousins
p_letemboirepanbitiplete1241,lete1241,Letemboi-Repanbitip,7,cousins
p_limilnganlimi1242,limi1242,Limilngan-Wulna,3,cousins
p_lisulisu1250a,lisu1250,Lisu,4,cousins
p_lisulisu1250b,lisu1250,Lisu,4,cousins
p_lisulisu1250c,lisu1250,Lisu,4,cousins
p_lisulisu1250d,lisu1250,Lisu,4,cousins
p_loniuloni1238,loni1238,Loniu,1,cousins
p_lotogalohloto1240,loto1240,Lo-Toga,4,cousins
p_lowergrandvalleydanilowe1415,lowe1415,Lower Grand Valley Dani,8,cousins
p_luangiuaontongjavaonto1237,onto1237,Luangiua,2,cousins
p_luburuakaralubu1242,lubu1242,Luburua,2,cousins
p_maanyanmaan1238,maan1238,Ma'anyan,1,cousins
p_mabaindonesiamaba1278,maba1278,Maba (Indonesia),2,cousins
p_madakkonnosmada1284,mada1284,Madak linkage,3,cousins
p_maduresenucl1460,nucl1460,Madurese,1,cousins
p_mafeamaveamafe1237,mafe1237,Mafea,4,cousins
p_maguindanaomagindonaomoromagu1243,magu1243,Maguindanao,1,cousins
p_mairasinucl1594,nucl1594,Mairasi,2,cousins
p_maluabaymalu1245,malu1245,Malua Bay,3,cousins
p_manammana1295,mana1295,Manam,3,cousins
p_manangemana1288,mana1288,Manange,2,cousins
p_mangaiamang1402,mang1402,Mangaia,4,cousins
p_mangarevamang1401,mang1401,Mangareva,4,cousins
p_mangeisobjomang1407,mang1407,Mangei,2,cousins
p_manggaraimang1405,mang1405,Manggarai,7,cousins
p_maorimaor1246,maor1246,Maori,4,cousins
p_maranaolanaomoromara1404,mara1404,Maranao,1,cousins
p_marindnucl1622,nucl1622,Marind,3,cousins
p_marquesasmarq1246,marq1246,Marquesan,4,cousins
p_marra,mara1385,Marra,5,cousins
p_marshallesemars1254,mars1254,Marshallese,6,cousins
p_maskelynesmask1242,mask1242,Maskelynes,2,cousins
p_matukarmatu1261,matu1261,Matukar,1,cousins
p_maybratkaronmaib1239,maib1239,Maybrat-Karon,5,cousins
p_melefilaifiramelemele1250,mele1250,Mele-Fila,1,cousins
p_meriammeri1244,meri1244,Meriam,3,cousins
p_merlavmerl1237,merl1237,Merlav,1,cousins
p_meyahmeya1236,meya1236,Meyah,4,cousins
p_mianimian1254,mian1254,Miani,6,cousins
p_miningirlungamini1251,mini1251,Minigir,1,cousins
p_modolemodo1249,modo1249,Modole,2,cousins
p_momufasfass1245,fass1245,Momu-Fas,4,cousins
p_monimoni1261,moni1261,Moni,5,cousins
p_monumbonucl1458,nucl1458,Monumbo,10,cousins
p_morgan1871amazuluamazulukafirzulu1248,zulu1248,Zulu,15,cousins
p_morgan1871anahnelingrosventresofprairiegros1243,gros1243,Gros Ventre,10,cousins
p_morgan1871arikaraarickareearik1262,arik1262,Arikara,5,cousins
p_morgan1871assiniboineasiniboineassi1247,assi1247,Assiniboine,13,cousins
p_morgan1871baffininuktituteskimonorthumberlandinletbaff1241,baff1241,Baffin Inuktitut,5,cousins
p_morgan1871bengalibeng1280,beng1280,Bengali,11,cousins
p_morgan1871bloodsiksikabloodblackfootbloo1239,bloo1239,Blood,10,cousins
p_morgan1871burmeseburm1266,burm1266,Burmish,15,cousins
p_morgan1871canaresenucl1305,nucl1305,Kannada,9,cousins
p_morgan1871cayugacayu1261,cayu1261,Cayuga,5,cousins
p_morgan1871cherokeecher1273,cher1273,Cherokee,14,cousins
p_morgan1871chibchanewgranadachib1270,chib1270,Chibcha,12,cousins
p_morgan1871chickasachic1270,chic1270,Chickasaw,10,cousins
p_morgan1871chinesesini1245,sini1245,Sinitic,9,cousins
p_morgan1871choctaw1choc1276,choc1276,Choctaw,11,cousins
p_morgan1871choctaw2choc1276,choc1276,Choctaw,9,cousins
p_morgan1871creekcree1270,cree1270,Creek,11,cousins
p_morgan1871creeofthelowlandscree1272,cree1272,Cree,8,cousins
p_morgan1871crowcrow1244,crow1244,Crow,11,cousins
p_morgan1871dakotablackfootlako1247,lako1247,Lakota,13,cousins
p_morgan1871dakotabrulebrul1239,brul1239,Brulé,12,cousins
p_morgan1871dakotaisauntiedako1258,dako1258,Dakota,16,cousins
p_morgan1871dakotaogalallalako1247,lako1247,Lakota,14,cousins
p_morgan1871dakotasissetondako1258,dako1258,Dakota,15,cousins
p_morgan1871dakotauncpapalako1247,lako1247,Lakota,13,cousins
p_morgan1871dakotayanktonaisdako1258,dako1258,Dakota,19,cousins
p_morgan1871dakotayanktondako1258,dako1258,Dakota,13,cousins
p_morgan1871delawarecomm1246,comm1246,Common Delaware,10,cousins
p_morgan1871etchemiuormalisetemale1293,male1293,Malecite,23,cousins
p_morgan1871grandpawneepawn1254,pawn1254,Pawnee,11,cousins
p_morgan1871gujaratiguja1252,guja1252,Gujarati,7,cousins
p_morgan1871hareindiansortanatinnehare1243,hare1243,Slaveyic,12,cousins
p_morgan1871hawaiianhawa1245,hawa1245,Hawaiian,23,cousins
p_morgan1871hindihind1269,hind1269,Hindi,14,cousins
p_morgan1871iowaiowa1245,iowa1245,Iowa-Oto,18,cousins
p_morgan1871japanesejapa1256,japa1256,Japanesic,5,cousins
p_morgan1871kalaallisuteskimogreenlandkala1399,kala1399,Kalaallisut,2,cousins
p_morgan1871karenkare1337,kare1337,Karenic,4,cousins
p_morgan1871karenpwodialectpwoo1239,pwoo1239,Pwo,3,cousins
p_morgan1871karensgaudialectsgaw1245,sgaw1245,S'gaw Karen,2,cousins
p_morgan1871kaskaskiaalgo1255,algo1255,Algonquin,11,cousins
