Language,Type,Modality,Relation,Word,Region
"Faroese (Indo-European, Germanic)",D2,place,Place,har,europe
"Faroese (Indo-European, Germanic)",D2,place,Source,haðan,europe
"Faroese (Indo-European, Germanic)",D2,place,Source,haðani,europe
"Faroese (Indo-European, Germanic)",D2,place,Source,haðanífrá,europe
"Faroese (Indo-European, Germanic)",D2,place,Goal,har,europe
"Faroese (Indo-European, Germanic)",D2,place,Goal,hagar,europe
"English (Indo-European, Germanic)",SI,SI,Place,where,europe
"English (Indo-European, Germanic)",SI,SI,Source,where from,europe
"English (Indo-European, Germanic)",SI,SI,Goal,where,europe
"English (Indo-European, Germanic)",D1,place,Place,here,europe
"English (Indo-European, Germanic)",D1,place,Source,from here,europe
"English (Indo-European, Germanic)",D1,place,Goal,here,europe
"English (Indo-European, Germanic)",D2,place,Place,there,europe
"English (Indo-European, Germanic)",D2,place,Source,from there,europe
"English (Indo-European, Germanic)",D2,place,Goal,there,europe
"German (Indo-European, Germanic)",SI,SI,Place,wo,europe
"German (Indo-European, Germanic)",SI,SI,Source,woher,europe
"German (Indo-European, Germanic)",SI,SI,Source,von wo,europe
"German (Indo-European, Germanic)",SI,SI,Goal,wohin,europe
"German (Indo-European, Germanic)",D1,place,Place,hier,europe
"German (Indo-European, Germanic)",D1,place,Source,hierher,europe
"German (Indo-European, Germanic)",D1,place,Source,von hier,europe
"German (Indo-European, Germanic)",D1,place,Goal,hierhin,europe
"German (Indo-European, Germanic)",D1,place,Goal,hierher,europe
"German (Indo-European, Germanic)",D1,place,Goal,nach hier,europe
"German (Indo-European, Germanic)",D2,place,Place,da,europe
"German (Indo-European, Germanic)",D2,place,Source,daher,europe
"German (Indo-European, Germanic)",D2,place,Source,von da,europe
"German (Indo-European, Germanic)",D2,place,Goal,dahin,europe
"German (Indo-European, Germanic)",D2,place,Goal,nach da,europe
"German (Indo-European, Germanic)",D3,place,Place,dort,europe
"German (Indo-European, Germanic)",D3,place,Source,dorther,europe
"German (Indo-European, Germanic)",D3,place,Source,von dort,europe
"German (Indo-European, Germanic)",D3,place,Goal,dorthin,europe
"German (Indo-European, Germanic)",D3,place,Goal,nach dort,europe
"Lithuanian (Indo-European, Baltic)",SI,SI,Place,kur̃,europe
"Lithuanian (Indo-European, Baltic)",SI,SI,Source,iš kur̃,europe
"Lithuanian (Indo-European, Baltic)",SI,SI,Source,nuo kur̃,europe
"Lithuanian (Indo-European, Baltic)",SI,SI,Goal,kur̃,europe
"Lithuanian (Indo-European, Baltic)",SI,SI,Goal,i̜ kur̃,europe
"Lithuanian (Indo-European, Baltic)",D1,place,Place,čià,europe
"Lithuanian (Indo-European, Baltic)",D1,place,Source,iš čià,europe
"Lithuanian (Indo-European, Baltic)",D1,place,Source,nuo čià,europe
"Lithuanian (Indo-European, Baltic)",D1,place,Goal,čià,europe
"Lithuanian (Indo-European, Baltic)",D1,place,Goal,i̜ čià,europe
"Lithuanian (Indo-European, Baltic)",D2,place,Place,teñ,europe
"Lithuanian (Indo-European, Baltic)",D2,place,Source,iš teñ,europe
"Lithuanian (Indo-European, Baltic)",D2,place,Source,nuo teñ,europe
"Lithuanian (Indo-European, Baltic)",D2,place,Goal,teñ,europe
"Lithuanian (Indo-European, Baltic)",D2,place,Goal,i̜ teñ,europe
"Russian (Indo-European, Slavic)",SI,SI,Place,gde,europe
"Russian (Indo-European, Slavic)",SI,SI,Source,otkuda,europe
"Russian (Indo-European, Slavic)",SI,SI,Goal,kuda,europe
"Russian (Indo-European, Slavic)",D1,place,Place,zdesʼ,europe
"Russian (Indo-European, Slavic)",D1,place,Source,otsjuda,europe
"Russian (Indo-European, Slavic)",D1,place,Goal,sjuda,europe
"Russian (Indo-European, Slavic)",D2,place,Place,tam,europe
"Russian (Indo-European, Slavic)",D2,place,Source,ottuda,europe
"Russian (Indo-European, Slavic)",D2,place,Goal,tuda,europe
"Bulgarian (Indo-European, Slavic)",SI,SI,Place,kăde,europe
"Bulgarian (Indo-European, Slavic)",SI,SI,Place,gde,europe
"Bulgarian (Indo-European, Slavic)",SI,SI,Source,otkăde,europe
"Bulgarian (Indo-European, Slavic)",SI,SI,Goal,kăde,europe
"Bulgarian (Indo-European, Slavic)",SI,SI,Goal,nakăde,europe
"Bulgarian (Indo-European, Slavic)",D1,place,Place,tuk,europe
"Bulgarian (Indo-European, Slavic)",D1,place,Source,ottuk,europe
"Bulgarian (Indo-European, Slavic)",D1,place,Goal,tuk,europe
"Bulgarian (Indo-European, Slavic)",D1,place,Goal,nasam,europe
"Bulgarian (Indo-European, Slavic)",D2,place,Place,tam,europe
"Bulgarian (Indo-European, Slavic)",D2,place,Source,ottam,europe
"Bulgarian (Indo-European, Slavic)",D2,place,Goal,tam,europe
"Bulgarian (Indo-European, Slavic)",D2,place,Goal,natam,europe
Adyghe (Abkhaz-Adyge),SI,SI,Place,tədă,europe
Adyghe (Abkhaz-Adyge),SI,SI,Source,tədă,europe
Adyghe (Abkhaz-Adyge),SI,SI,Goal,tədă,europe
Adyghe (Abkhaz-Adyge),D1,place,Place,mədă,europe
Adyghe (Abkhaz-Adyge),D1,place,Source,mədă,europe
Adyghe (Abkhaz-Adyge),D1,place,Goal,mədă,europe
Adyghe (Abkhaz-Adyge),D2,place,Place,modă,europe
Adyghe (Abkhaz-Adyge),D2,place,Source,modă,europe
Adyghe (Abkhaz-Adyge),D2,place,Goal,modă,europe
Adyghe (Abkhaz-Adyge),D3,place,Place,ādă,europe
Adyghe (Abkhaz-Adyge),D3,place,Source,ādă,europe
Adyghe (Abkhaz-Adyge),D3,place,Goal,ādă,europe
"Irish (Indo-European, Celtic)",SI,SI,Place,cá,europe
"Irish (Indo-European, Celtic)",SI,SI,Source,cá has,europe
"Irish (Indo-European, Celtic)",SI,SI,Source,cad as,europe
"Irish (Indo-European, Celtic)",SI,SI,Goal,cá,europe
"Irish (Indo-European, Celtic)",D1,place,Place,anseo,europe
"Irish (Indo-European, Celtic)",D1,place,Source,as seo,europe
"Irish (Indo-European, Celtic)",D1,place,Goal,anseo,europe
"Irish (Indo-European, Celtic)",D2,place,Place,ann,europe
"Irish (Indo-European, Celtic)",D2,place,Place,ansin,europe
"Irish (Indo-European, Celtic)",D2,place,Source,as sin,europe
"Irish (Indo-European, Celtic)",D2,place,Goal,ann,europe
"Irish (Indo-European, Celtic)",D2,place,Goal,ansin,europe
"Irish (Indo-European, Celtic)",D3,place,Place,ansiúd,europe
"Irish (Indo-European, Celtic)",D3,place,Source,as siúd,europe
"Irish (Indo-European, Celtic)",D3,place,Goal,ansiúd,europe
"Romanian (Indo-European, Romance) ",SI,SI,Place,unde,europe
"Romanian (Indo-European, Romance) ",SI,SI,Source,de unde,europe
"Romanian (Indo-European, Romance) ",SI,SI,Source,dincotro,europe
"Romanian (Indo-European, Romance) ",SI,SI,Source,dincolo,europe
"Romanian (Indo-European, Romance) ",SI,SI,Goal,unde,europe
"Romanian (Indo-European, Romance) ",SI,SI,Goal,încotro,europe
"Romanian (Indo-European, Romance) ",D1,place,Place,aici,europe
"Romanian (Indo-European, Romance) ",D1,place,Source,de aici,europe
"Romanian (Indo-European, Romance) ",D1,place,Goal,aici,europe
"Romanian (Indo-European, Romance) ",D1,place,Goal,încoace,europe
"Romanian (Indo-European, Romance) ",D2,place,Place,acolo,europe
"Romanian (Indo-European, Romance) ",D2,place,Source,de acolo,europe
"Romanian (Indo-European, Romance) ",D2,place,Goal,acolo,europe
"Romanian (Indo-European, Romance) ",D2,place,Goal,întracolo,europe
"Macedonian (Indo-European, Slavic)",SI,SI,Place,kade,europe
"Macedonian (Indo-European, Slavic)",SI,SI,Place,kaj,europe
"Macedonian (Indo-European, Slavic)",SI,SI,Source,otkade,europe
"Macedonian (Indo-European, Slavic)",SI,SI,Goal,na kade,europe
"Macedonian (Indo-European, Slavic)",SI,SI,Goal,kade,europe
"Macedonian (Indo-European, Slavic)",SI,SI,Goal,kaj,europe
"Macedonian (Indo-European, Slavic)",D1,place,Place,ovdeka,europe
"Macedonian (Indo-European, Slavic)",D1,place,Place,ovde,europe
"Macedonian (Indo-European, Slavic)",D1,place,Place,tuka,europe
"Macedonian (Indo-European, Slavic)",D1,place,Source,odovde,europe
"Macedonian (Indo-European, Slavic)",D1,place,Source,od tuka,europe
"Macedonian (Indo-European, Slavic)",D1,place,Goal,ovdeka,europe
"Macedonian (Indo-European, Slavic)",D1,place,Goal,ovde,europe
"Macedonian (Indo-European, Slavic)",D1,place,Goal,tuka,europe
"Macedonian (Indo-European, Slavic)",D1,place,Goal,na vamu,europe
"Macedonian (Indo-European, Slavic)",D1,place,Goal,vamu,europe
"Macedonian (Indo-European, Slavic)",D2,place,Place,tamu,europe
"Macedonian (Indo-European, Slavic)",D2,place,Source,ottamu,europe
"Macedonian (Indo-European, Slavic)",D2,place,Source,otade,europe
"Macedonian (Indo-European, Slavic)",D2,place,Goal,na tamu,europe
"Macedonian (Indo-European, Slavic)",D2,place,Goal,tamu,europe
"Macedonian (Indo-European, Slavic)",D3,place,Place,onamu,europe
"Macedonian (Indo-European, Slavic)",D3,place,Source,od onamu,europe
"Macedonian (Indo-European, Slavic)",D3,place,Source,ottamu,europe
"Macedonian (Indo-European, Slavic)",D3,place,Goal,natamu,europe
"Polish (Indo-European, Slavic)",SI,SI,Place,gdzie,europe
"Polish (Indo-European, Slavic)",SI,SI,Source,skąd,europe
"Polish (Indo-European, Slavic)",SI,SI,Goal,gdzie,europe
"Polish (Indo-European, Slavic)",SI,SI,Goal,dokąd,europe
"Polish (Indo-European, Slavic)",D1,place,Place,tu,europe
"Polish (Indo-European, Slavic)",D1,place,Place,tutaj,europe
"Polish (Indo-European, Slavic)",D1,place,Source,stąd,europe
"Polish (Indo-European, Slavic)",D1,place,Goal,tu,europe
"Polish (Indo-European, Slavic)",D1,place,Goal,tutaj,europe
"Polish (Indo-European, Slavic)",D2,place,Place,tam,europe
"Polish (Indo-European, Slavic)",D2,place,Source,stamtąd,europe
"Polish (Indo-European, Slavic)",D2,place,Goal,tam,europe
"Slovak (Indo-European, Slavic)",SI,SI,Place,kde,europe
"Slovak (Indo-European, Slavic)",SI,SI,Source,odkadialʼ,europe
"Slovak (Indo-European, Slavic)",SI,SI,Source,odkialʼ,europe
"Slovak (Indo-European, Slavic)",SI,SI,Source,skadial,europe
"Slovak (Indo-European, Slavic)",SI,SI,Source,odkade,europe
"Slovak (Indo-European, Slavic)",SI,SI,Source,skade,europe
"Slovak (Indo-European, Slavic)",SI,SI,Goal,kde,europe
"Slovak (Indo-European, Slavic)",SI,SI,Goal,kam,europe
"Slovak (Indo-European, Slavic)",D1,place,Place,tu,europe
"Slovak (Indo-European, Slavic)",D1,place,Place,tuna,europe
"Slovak (Indo-European, Slavic)",D1,place,Source,odsud,europe
"Slovak (Indo-European, Slavic)",D1,place,Source,odtiaľto,europe
"Slovak (Indo-European, Slavic)",D1,place,Goal,sem,europe
"Slovak (Indo-European, Slavic)",D2,place,Place,tam,europe
"Slovak (Indo-European, Slavic)",D2,place,Place,tamto,europe
"Slovak (Indo-European, Slavic)",D2,place,Source,odtialʼ,europe
"Slovak (Indo-European, Slavic)",D2,place,Goal,ta,europe
"Slovak (Indo-European, Slavic)",D2,place,Goal,tam,europe
"Slovak (Indo-European, Slavic)",D2,place,Goal,tadialʼ,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",SI,SI,Place,poú,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",SI,SI,Source,apó poú,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",SI,SI,Goal,poú,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",D1,place,Place,edó,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",D1,place,Source,apó edó,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",D1,place,Source,apó do,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",D1,place,Goal,edó,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",D1,place,Goal,do,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",D2,place,Place,ekeí,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",D2,place,Source,apó ekeí,europe
"Greek, Modern (Indo-European, Graeco-Phrygian)",D2,place,Goal,ekeí,europe
"Serbian (Indo-European, Slavic)",SI,SI,Place,gde,europe
"Serbian (Indo-European, Slavic)",SI,SI,Source,otkuda,europe
"Serbian (Indo-European, Slavic)",SI,SI,Source,otkud,europe
"Serbian (Indo-European, Slavic)",SI,SI,Source,odakle,europe
"Serbian (Indo-European, Slavic)",SI,SI,Goal,gde,europe
"Serbian (Indo-European, Slavic)",SI,SI,Goal,kuda,europe
"Serbian (Indo-European, Slavic)",SI,SI,Goal,kud,europe
"Serbian (Indo-European, Slavic)",D1,place,Place,tu,europe
"Serbian (Indo-European, Slavic)",D1,place,Place,ovde,europe
"Serbian (Indo-European, Slavic)",D1,place,Source,odavde,europe
"Serbian (Indo-European, Slavic)",D1,place,Goal,ovamo,europe
"Serbian (Indo-European, Slavic)",D2,place,Place,tamo,europe
"Serbian (Indo-European, Slavic)",D2,place,Place,onde,europe
"Serbian (Indo-European, Slavic)",D2,place,Source,odande,europe
"Serbian (Indo-European, Slavic)",D2,place,Goal,tamo,europe
"Serbian (Indo-European, Slavic)",D2,place,Goal,onamo,europe
"Sorbian,Upper (Indo-European, Slavic)",SI,SI,Place,hdźe,europe
"Sorbian,Upper (Indo-European, Slavic)",SI,SI,Source,zwotkel,europe
"Sorbian,Upper (Indo-European, Slavic)",SI,SI,Goal,hdźe,europe
"Sorbian,Upper (Indo-European, Slavic)",D1,place,Place,tu,europe
"Sorbian,Upper (Indo-European, Slavic)",D1,place,Place,jow,europe
"Sorbian,Upper (Indo-European, Slavic)",D1,place,Source,wotsal,europe
"Sorbian,Upper (Indo-European, Slavic)",D1,place,Goal,sem,europe
"Sorbian,Upper (Indo-European, Slavic)",D1,place,Goal,jow,europe
"Sorbian,Upper (Indo-European, Slavic)",D2,place,Place,tam,europe
"Sorbian,Upper (Indo-European, Slavic)",D2,place,Source,wottudy,europe
"Sorbian,Upper (Indo-European, Slavic)",D2,place,Source,z tudy,europe
"Sorbian,Upper (Indo-European, Slavic)",D2,place,Goal,dotam,europe
"Welsh (Indo-European, Celtic)",SI,SI,Place,ble,europe
"Welsh (Indo-European, Celtic)",SI,SI,Source,o ble,europe
"Welsh (Indo-European, Celtic)",SI,SI,Goal,ble,europe
"Welsh (Indo-European, Celtic)",SI,SI,Goal,i ble,europe
"Welsh (Indo-European, Celtic)",D1,place,Place,yma,europe
"Welsh (Indo-European, Celtic)",D1,place,Source,oddi yma,europe
"Welsh (Indo-European, Celtic)",D1,place,Goal,yma,europe
"Welsh (Indo-European, Celtic)",D2,place,Place,yna,europe
"Welsh (Indo-European, Celtic)",D2,place,Source,oddi yna,europe
"Welsh (Indo-European, Celtic)",D2,place,Goal,yna,europe
Hungarian (Uralic),SI,SI,Place,hol,europe
Hungarian (Uralic),SI,SI,Source,honnan,europe
Hungarian (Uralic),SI,SI,Goal,hova,europe
Hungarian (Uralic),D1,place,Place,itt,europe
Hungarian (Uralic),D1,place,Source,innen,europe
Hungarian (Uralic),D1,place,Goal,ide,europe
Hungarian (Uralic),D2,place,Place,ott,europe
Hungarian (Uralic),D2,place,Source,onnan,europe
Hungarian (Uralic),D2,place,Goal,oda,europe
"Czech (Indo-European, Slavic)",SI,SI,Place,kde,europe
"Czech (Indo-European, Slavic)",SI,SI,Source,odkud,europe
"Czech (Indo-European, Slavic)",SI,SI,Goal,kam,europe
"Czech (Indo-European, Slavic)",D1,place,Place,zde,europe
"Czech (Indo-European, Slavic)",D1,place,Place,tu,europe
"Czech (Indo-European, Slavic)",D1,place,Place,tady,europe
"Czech (Indo-European, Slavic)",D1,place,Source,odsud,europe
"Czech (Indo-European, Slavic)",D1,place,Source,odtud,europe
"Czech (Indo-European, Slavic)",D1,place,Goal,sem,europe
"Czech (Indo-European, Slavic)",D2,place,Place,tam,europe
"Czech (Indo-European, Slavic)",D2,place,Source,odtamtud,europe
"Czech (Indo-European, Slavic)",D2,place,Source,odtud,europe
"Czech (Indo-European, Slavic)",D2,place,Goal,tam,europe
"Danish (Indo-European, Germanic)",SI,SI,Place,hvor,europe
"Danish (Indo-European, Germanic)",SI,SI,Place,hvorhenne,europe
"Danish (Indo-European, Germanic)",SI,SI,Source,hvorfra,europe
"Danish (Indo-European, Germanic)",SI,SI,Goal,hvorhen,europe
"Danish (Indo-European, Germanic)",D1,place,Place,her,europe
"Danish (Indo-European, Germanic)",D1,place,Place,herhenne,europe
"Danish (Indo-European, Germanic)",D1,place,Source,herfra,europe
"Danish (Indo-European, Germanic)",D1,place,Goal,herhen,europe
"Danish (Indo-European, Germanic)",D1,place,Goal,herhid,europe
"Danish (Indo-European, Germanic)",D2,place,Place,der,europe
"Danish (Indo-European, Germanic)",D2,place,Place,derhenne,europe
"Danish (Indo-European, Germanic)",D2,place,Source,derfra,europe
"Danish (Indo-European, Germanic)",D2,place,Goal,derhen,europe
"Old Church Slavonic (Indo-European, Slavic)",SI,SI,Place,kъde,europe
"Old Church Slavonic (Indo-European, Slavic)",SI,SI,Source,kǫdu,europe
"Old Church Slavonic (Indo-European, Slavic)",SI,SI,Source,kǫdê,europe
"Old Church Slavonic (Indo-European, Slavic)",SI,SI,Source,otъ kǫdu,europe
"Old Church Slavonic (Indo-European, Slavic)",SI,SI,Goal,kamo,europe
"Old Church Slavonic (Indo-European, Slavic)",SI,SI,Goal,kǫdê,europe
"Old Church Slavonic (Indo-European, Slavic)",D1,place,Place,sъde,europe
"Old Church Slavonic (Indo-European, Slavic)",D1,place,Source,sǫdu,europe
"Old Church Slavonic (Indo-European, Slavic)",D1,place,Source,sǫdê,europe
"Old Church Slavonic (Indo-European, Slavic)",D1,place,Source,sotъ kǫdu,europe
"Old Church Slavonic (Indo-European, Slavic)",D1,place,Goal,sêmo,europe
"Old Church Slavonic (Indo-European, Slavic)",D2,place,Place,tu,europe
"Old Church Slavonic (Indo-European, Slavic)",D2,place,Source,tǫdu,europe
"Old Church Slavonic (Indo-European, Slavic)",D2,place,Source,tǫdê,europe
"Old Church Slavonic (Indo-European, Slavic)",D2,place,Source,otъ kǫdu,europe
"Old Church Slavonic (Indo-European, Slavic)",D2,place,Goal,tamo,europe
"Old Church Slavonic (Indo-European, Slavic)",D3,place,Place,ovъde,europe
"Old Church Slavonic (Indo-European, Slavic)",D3,place,Source,ovǫdu,europe
"Old Church Slavonic (Indo-European, Slavic)",D3,place,Goal,ovamo,europe
"Old Church Slavonic (Indo-European, Slavic)",D4,place,Place,onъde,europe
"Old Church Slavonic (Indo-European, Slavic)",D4,place,Source,onǫdu,europe
"Old Church Slavonic (Indo-European, Slavic)",D4,place,Goal,onamo,europe
"Rumantsch (Indo-European, Romance)",SI,SI,Place,nua,europe
"Rumantsch (Indo-European, Romance)",SI,SI,Source,danunder,europe
"Rumantsch (Indo-European, Romance)",SI,SI,Goal,nua,europe
"Rumantsch (Indo-European, Romance)",D1,place,Place,qua,europe
"Rumantsch (Indo-European, Romance)",D1,place,Source,da qua,europe
"Rumantsch (Indo-European, Romance)",D1,place,Source,da qua nà,europe
"Rumantsch (Indo-European, Romance)",D1,place,Goal,qua,europe
"Rumantsch (Indo-European, Romance)",D1,place,Goal,nà qua,europe
"Rumantsch (Indo-European, Romance)",D1,place,Goal,fin qua,europe
"Rumantsch (Indo-European, Romance)",D2,place,Place,là,europe
"Rumantsch (Indo-European, Romance)",D2,place,Source,da là,europe
"Rumantsch (Indo-European, Romance)",D2,place,Source,da là nà,europe
"Rumantsch (Indo-European, Romance)",D2,place,Goal,là,europe
"Rumantsch (Indo-European, Romance)",D2,place,Goal,vi là,europe
"Rumantsch (Indo-European, Romance)",D2,place,Goal,da là vi,europe
"Sorbian, Lower (Indo-European, Slavic)",SI,SI,Place,źo,europe
"Sorbian, Lower (Indo-European, Slavic)",SI,SI,Source,zwotkel,europe
"Sorbian, Lower (Indo-European, Slavic)",SI,SI,Goal,hdźe,europe
"Sorbian, Lower (Indo-European, Slavic)",D1,place,Place,tudy,europe
"Sorbian, Lower (Indo-European, Slavic)",D1,place,Place,how,europe
"Sorbian, Lower (Indo-European, Slavic)",D1,place,Source,wotsal,europe
"Sorbian, Lower (Indo-European, Slavic)",D1,place,Goal,sem,europe
"Sorbian, Lower (Indo-European, Slavic)",D1,place,Goal,how,europe
"Sorbian, Lower (Indo-European, Slavic)",D2,place,Place,tam,europe
"Sorbian, Lower (Indo-European, Slavic)",D2,place,Source,wottudy,europe
"Sorbian, Lower (Indo-European, Slavic)",D2,place,Source,z tudy,europe
"Sorbian, Lower (Indo-European, Slavic)",D2,place,Goal,dotam,europe
Turkish (Turkic),SI,SI,Place,nerede,europe
Turkish (Turkic),SI,SI,Source,nereden,europe
Turkish (Turkic),SI,SI,Goal,nereye,europe
Turkish (Turkic),D1,place,Place,burada,europe
Turkish (Turkic),D1,place,Source,buradan,europe
Turkish (Turkic),D1,place,Goal,buraya,europe
Turkish (Turkic),D2,place,Place,şurada,europe
Turkish (Turkic),D2,place,Source,şuradan,europe
Turkish (Turkic),D2,place,Goal,şuraya,europe
Turkish (Turkic),D3,place,Place,orada,europe
Turkish (Turkic),D3,place,Source,oradan,europe
Turkish (Turkic),D3,place,Goal,oraya,europe
Finnish (Uralic),SI,SI,Place,missä,europe
Finnish (Uralic),SI,SI,Source,mistä,europe
Finnish (Uralic),SI,SI,Goal,mihin,europe
Finnish (Uralic),D1,place,Place,täällä,europe
Finnish (Uralic),D1,place,Source,täältä,europe
Finnish (Uralic),D1,place,Goal,tänne,europe
Finnish (Uralic),D2,place,Place,siellä,europe
Finnish (Uralic),D2,place,Source,sieltä,europe
Finnish (Uralic),D2,place,Goal,sinne,europe
Finnish (Uralic),D3,place,Place,tuolla,europe
Finnish (Uralic),D3,place,Source,tuolta,europe
Finnish (Uralic),D3,place,Goal,tuonne,europe
"Maltese (Afro-Asiatic, Semitic)",SI,SI,Place,fejn,europe
"Maltese (Afro-Asiatic, Semitic)",SI,SI,Source,minn fejn,europe
"Maltese (Afro-Asiatic, Semitic)",SI,SI,Source,mnejn,europe
"Maltese (Afro-Asiatic, Semitic)",SI,SI,Goal,fejn,europe
"Maltese (Afro-Asiatic, Semitic)",D1,place,Place,hawn,europe
"Maltese (Afro-Asiatic, Semitic)",D1,place,Source,minn hawn,europe
"Maltese (Afro-Asiatic, Semitic)",D1,place,Goal,hawn,europe
"Maltese (Afro-Asiatic, Semitic)",D2,place,Place,hemm,europe
"Maltese (Afro-Asiatic, Semitic)",D2,place,Source,minn hemm,europe
"Maltese (Afro-Asiatic, Semitic)",D2,place,Goal,hemm,europe
"Slavomolisano (Indo-European, Slavic)",SI,SI,Place,di,europe
"Slavomolisano (Indo-European, Slavic)",SI,SI,Source,jiskla,europe
"Slavomolisano (Indo-European, Slavic)",SI,SI,Goal,di,europe
"Slavomolisano (Indo-European, Slavic)",SI,SI,Goal,kuda,europe
"Slavomolisano (Indo-European, Slavic)",D1,place,Place,oda,europe
"Slavomolisano (Indo-European, Slavic)",D1,place,Source,zoda,europe
"Slavomolisano (Indo-European, Slavic)",D1,place,Source,zoma,europe
"Slavomolisano (Indo-European, Slavic)",D1,place,Goal,vuda,europe
"Slavomolisano (Indo-European, Slavic)",D2,place,Place,tama,europe
"Slavomolisano (Indo-European, Slavic)",D2,place,Place,tota,europe
"Slavomolisano (Indo-European, Slavic)",D2,place,Source,znonda,europe
"Slavomolisano (Indo-European, Slavic)",D2,place,Goal,nakonama,europe
"Slavomolisano (Indo-European, Slavic)",D2,place,Goal,onama,europe
"Slovenian (Indo-European, Slavic)",SI,SI,Place,kje,europe
"Slovenian (Indo-European, Slavic)",SI,SI,Place,kod,europe
"Slovenian (Indo-European, Slavic)",SI,SI,Source,odkod,europe
"Slovenian (Indo-European, Slavic)",SI,SI,Source,od koder,europe
"Slovenian (Indo-European, Slavic)",SI,SI,Goal,kam,europe
"Slovenian (Indo-European, Slavic)",SI,SI,Goal,kamor,europe
"Slovenian (Indo-European, Slavic)",D1,place,Place,tu,europe
"Slovenian (Indo-European, Slavic)",D1,place,Place,tukaj,europe
"Slovenian (Indo-European, Slavic)",D1,place,Place,tod,europe
