Language,Type,Modality,Relation,Word,Region
"[AM-24]  Lakota (Siouan, Core Siouan)",D3,place,Goal,káktiya,americas
[AM-26]  Mapudungun (Araucanian) ,SI,SI,Place,chew,americas
[AM-26]  Mapudungun (Araucanian) ,SI,SI,Source,chew,americas
[AM-26]  Mapudungun (Araucanian) ,SI,SI,Goal,chew,americas
[AM-26]  Mapudungun (Araucanian) ,D1,place,Place,tüfa mew,americas
[AM-26]  Mapudungun (Araucanian) ,D1,place,Place,tüfa,americas
[AM-26]  Mapudungun (Araucanian) ,D1,place,Source,tüfa mew,americas
[AM-26]  Mapudungun (Araucanian) ,D1,place,Goal,tüfa mew,americas
[AM-26]  Mapudungun (Araucanian) ,D1,place,Goal,tüfá pülé,americas
[AM-26]  Mapudungun (Araucanian) ,D2,place,Place,üyew,americas
[AM-26]  Mapudungun (Araucanian) ,D2,place,Place,feymew,americas
[AM-26]  Mapudungun (Araucanian) ,D2,place,Source,üyew püle,americas
[AM-26]  Mapudungun (Araucanian) ,D2,place,Goal,üyew,americas
[AM-26]  Mapudungun (Araucanian) ,D3,place,Place,tüyew,americas
[AM-26]  Mapudungun (Araucanian) ,D3,place,Place,tüyemew,americas
[AM-26]  Mapudungun (Araucanian) ,D3,place,Place,tüfey mew,americas
[AM-26]  Mapudungun (Araucanian) ,D3,place,Source,tüyew püle,americas
[AM-26]  Mapudungun (Araucanian) ,D3,place,Source,tüfey mew,americas
[AM-26]  Mapudungun (Araucanian) ,D3,place,Goal,tüfey mew,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",SI,SI,Place,nani,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",SI,SI,Source,naken,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",SI,SI,Goal,nat'en,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",SI,SI,Goal,natmen,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D1,place,Place,gwaa'i,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D1,place,Source,gwaken,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D1,place,Goal,gwaa’ut,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D2,place,Place,maa'i,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D2,place,Source,maaken,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D2,place,Goal,maa'ut,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D3,place,Place,tawa'i,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D3,place,Source,tawaken,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D3,place,Goal,tawa'ut,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D4,place,Place,tamaa'i,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D4,place,Source,tamaaken,americas
"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",D4,place,Goal,tamaa'ut,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",SI,SI,Place,bah,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",SI,SI,Place,hebai i,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",SI,SI,Place,hebai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",SI,SI,Source,hebaijeD,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",SI,SI,Goal,hebai i,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",SI,SI,Goal,hebai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D1,place,Place,iia,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D1,place,Place,ihya,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D1,place,Place,ihna,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D1,place,Place,im,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D1,place,Place,ihma,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D1,place,Source,i’ajeD,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D1,place,Goal,’ia’i,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Place,amai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Place,am,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Place,abai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Place,ab,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Place,anai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Place,an,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Source,amjeD,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Goal,amai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Goal,am,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Goal,abai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Goal,ab,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Goal,anai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D2,place,Goal,an,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Place,gamai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Place,gam,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Place,ga‘abai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Place,ga‘ab,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Place,ganai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Place,gan,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Source,ga'ajeD,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Source,ga'agajeD,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Goal,gamai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Goal,gam,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Goal,ga'abai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Goal,ga'ab,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Goal,ganai,americas
"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",D3,place,Goal,gan,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",SI,SI,Place,mamôpa,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",SI,SI,Place,mamo,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",SI,SI,Source,mamóguípa,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",SI,SI,Source,mamógui,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",SI,SI,Goal,mamôpa,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",D1,place,Place,ape,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",D1,place,Source,coágui,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",D1,place,Goal,ape,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",D2,place,Place,upepe,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",D2,place,Source,upegui,americas
"[AM-16]  Guaraní (Paraguay) (Tupian, Tupi-Guarani)",D2,place,Goal,upepe,americas
"[AM-11]  Cree (Algic, Algonquian) ",SI,SI,Place,tânte,americas
"[AM-11]  Cree (Algic, Algonquian) ",SI,SI,Place,tânita,americas
"[AM-11]  Cree (Algic, Algonquian) ",SI,SI,Place,tâniwêhê,americas
"[AM-11]  Cree (Algic, Algonquian) ",SI,SI,Source,tânti ohci,americas
"[AM-11]  Cree (Algic, Algonquian) ",SI,SI,Source,tânita ohci,americas
"[AM-11]  Cree (Algic, Algonquian) ",SI,SI,Goal,tânte,americas
"[AM-11]  Cree (Algic, Algonquian) ",SI,SI,Goal,tânitê,americas
"[AM-11]  Cree (Algic, Algonquian) ",D1,place,Place,ôta,americas
"[AM-11]  Cree (Algic, Algonquian) ",D1,place,Source,ôta ohci,americas
"[AM-11]  Cree (Algic, Algonquian) ",D1,place,Goal,pêci,americas
"[AM-11]  Cree (Algic, Algonquian) ",D1,place,Goal,pê,americas
"[AM-11]  Cree (Algic, Algonquian) ",D2,place,Place,tasi,americas
"[AM-11]  Cree (Algic, Algonquian) ",D2,place,Place,nete,americas
"[AM-11]  Cree (Algic, Algonquian) ",D2,place,Place,neta,americas
"[AM-11]  Cree (Algic, Algonquian) ",D2,place,Source,pêci,americas
"[AM-11]  Cree (Algic, Algonquian) ",D2,place,Source,pê,americas
"[AM-11]  Cree (Algic, Algonquian) ",D2,place,Source,ohci,americas
"[AM-11]  Cree (Algic, Algonquian) ",D2,place,Goal,ohpime ohci,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",SI,SI,Place,jaweranoki,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",SI,SI,Source,jaweranoaki,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",SI,SI,Goal,jaweranoki,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D1,place,Place,neno,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D1,place,Source,nenoa,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D1,place,Source,ninoa,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D1,place,Goal,neno,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D2,place,Place,jaino,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D2,place,Place,jain,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D2,place,Source,jainoa,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D2,place,Goal,jaino,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D2,place,Goal,jain,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D3,place,Place,ono,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D3,place,Source,onoa,americas
"[AM-40]  Shipibo-Konibo (Pano-Tacanan, Panoan) ",D3,place,Goal,ono,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",SI,SI,Place,tu'ux,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",SI,SI,Source,tu'ux,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",SI,SI,Goal,tu'ux,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D1,place,Place,way,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D1,place,Place,waye,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D1,place,Source,way,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D1,place,Source,waye,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D1,place,Goal,way,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D1,place,Goal,waye,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Place,te'el,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Place,te'l,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Place,te'ela,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Place,te'la,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Place,te‘elo,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Place,te‘lo,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Source,te'el,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Source,te'l,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Source,te'ela,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Source,te'la,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Source,te‘elo,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Source,te‘lo,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Goal,te'el,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Goal,te'l,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Goal,te'ela,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Goal,te'la,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Goal,te‘elo,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D2,place,Goal,te‘lo,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D3,place,Place,ti',americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D3,place,Place,ti'i,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D3,place,Place,tolo’,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D3,place,Source,ti',americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D3,place,Source,ti'i,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D3,place,Source,tolo’,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D3,place,Goal,ti',americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D3,place,Goal,ti'i,americas
"[AM-49]  Yucatec Maya (Mayan, Yucatecan) ",D3,place,Goal,tolo’,americas
"Blackfoot (Algic, Algonquian) ",SI,SI,Place,tsimáit,americas
"Blackfoot (Algic, Algonquian) ",SI,SI,Source,tsimáomoht,americas
"Blackfoot (Algic, Algonquian) ",SI,SI,Goal,tsimáitap,americas
"Blackfoot (Algic, Algonquian) ",D1,place,Place,annoma,americas
"Blackfoot (Algic, Algonquian) ",D1,place,Source,miistap _ annoma,americas
"Blackfoot (Algic, Algonquian) ",D1,place,Source,yIIstap _ annoma,americas
"Blackfoot (Algic, Algonquian) ",D1,place,Goal,poohsap,americas
"Blackfoot (Algic, Algonquian) ",D1,place,Goal,Ipoohsap,americas
"Blackfoot (Algic, Algonquian) ",D2,place,Place,it,americas
"Blackfoot (Algic, Algonquian) ",D2,place,Place,ist,americas
"Blackfoot (Algic, Algonquian) ",D2,place,Source,omoht,americas
"Blackfoot (Algic, Algonquian) ",D2,place,Goal,itap,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",SI,SI,Place,lhaa,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",SI,SI,Source,lhaa,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",SI,SI,Goal,lhaa,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D1,place,Place,atsá,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D1,place,Source,∄,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D1,place,Goal,a,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D1,place,Goal,či,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D2,place,Place,tsanú,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D2,place,Source,tsanú,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D2,place,Goal,tsa ~ čača,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D3,place,Place,anu,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D3,place,Source,anu,americas
"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",D3,place,Goal,anu,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",SI,SI,Place,may,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",SI,SI,Place,mayvi,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",SI,SI,Source,mayk,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",SI,SI,Goal,mayəm,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D1,place,Place,puy,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D1,place,Source,vəm,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D1,place,Source,m,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D1,place,Goal,vək,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D1,place,Goal,k,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D2,place,Place,puyi,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D2,place,Place,pav,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D2,place,Source,puk,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D2,place,Source,vək,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D2,place,Source,k,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D2,place,Source,vəm,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D2,place,Source,m,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D2,place,Goal,pum,americas
"[AM-22]  Kumeyaay (Cochimi-Yuman, Yuman) ",D2,place,Goal,pamv,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",SI,SI,Place,aliyo,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",SI,SI,Place,alyako,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",SI,SI,Source,aliyota,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",SI,SI,Goal,aliyo,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",SI,SI,Goal,alyako,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",D1,place,Place,ali,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",D1,place,Source,alita,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",D1,place,Goal,ali,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",D2,place,Place,nali,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",D2,place,Source,nalita,americas
"[AM-35]  Parecís (Arawakan, Central Maipuran) ",D2,place,Goal,nali,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",SI,SI,Place,halíyanya,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",SI,SI,Place,halíyany,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",SI,SI,Place,hagáv,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",SI,SI,Place,hagv,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",SI,SI,Source,halíyana,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",SI,SI,Source,,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",SI,SI,Source,halíyagiyen,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",SI,SI,Goal,halíyon,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D1,place,Place,yáya,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D1,place,Source,yágiyen,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D1,place,Goal,nyáhon,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D2,place,Place,nyén,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D2,place,Place,nyé,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D2,place,Source,nyéngiyen,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D2,place,Goal,nyén,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D2,place,Goal,nyíhi,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D2,place,Goal,nyénhi,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D3,place,Place,yára,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D3,place,Source,yáragiyen,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D3,place,Goal,yáron,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D4,place,Place,yagûra,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D4,place,Source,yagûragiyen,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D4,place,Goal,yagûron,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D5,place,Place,yágüta,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D5,place,Source,yágütagiyen,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D5,place,Goal,yágüton,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D6,place,Place,yéte,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D6,place,Source,yétegiyen,americas
"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",D6,place,Goal,yéton,americas
"Arapaho (Algic, Algonquian) ",SI,SI,Place,teetee,americas
"Arapaho (Algic, Algonquian) ",SI,SI,Place,eet,americas
"Arapaho (Algic, Algonquian) ",SI,SI,Place,tootiino,americas
"Arapaho (Algic, Algonquian) ",SI,SI,Place,toot,americas
"Arapaho (Algic, Algonquian) ",SI,SI,Place,iitoh,americas
"Arapaho (Algic, Algonquian) ",SI,SI,Source,tootiit,americas
"Arapaho (Algic, Algonquian) ",SI,SI,Goal,tootii,americas
"Arapaho (Algic, Algonquian) ",SI,SI,Goal,tootéí,americas
"Arapaho (Algic, Algonquian) ",SI,SI,Goal,tootiino,americas
"Arapaho (Algic, Algonquian) ",D1,place,Place,hiit,americas
"Arapaho (Algic, Algonquian) ",D1,place,Place,huut,americas
"Arapaho (Algic, Algonquian) ",D1,place,Place,iii,americas
"Arapaho (Algic, Algonquian) ",D1,place,Place,iit,americas
"Arapaho (Algic, Algonquian) ",D1,place,Source,neh,americas
"Arapaho (Algic, Algonquian) ",D1,place,Source,eh,americas
"Arapaho (Algic, Algonquian) ",D1,place,Source,seh,americas
"Arapaho (Algic, Algonquian) ",D1,place,Source,nee’eh,americas
"Arapaho (Algic, Algonquian) ",D1,place,Source,ne’eh,americas
"Arapaho (Algic, Algonquian) ",D1,place,Goal,cih,americas
"Arapaho (Algic, Algonquian) ",D1,place,Goal,ceit,americas
"Arapaho (Algic, Algonquian) ",D1,place,Goal,cei,americas
"Arapaho (Algic, Algonquian) ",D1,place,Goal,no’,americas
"Arapaho (Algic, Algonquian) ",D2,place,Place,ew,americas
"Arapaho (Algic, Algonquian) ",D2,place,Place,ii‘,americas
"Arapaho (Algic, Algonquian) ",D2,place,Place,ein,americas
"Arapaho (Algic, Algonquian) ",D2,place,Source,ii,americas
"Arapaho (Algic, Algonquian) ",D2,place,Goal,eeew,americas
"Arapaho (Algic, Algonquian) ",D2,place,Goal,ew,americas
"Arapaho (Algic, Algonquian) ",D2,place,Goal,seh,americas
"Arapaho (Algic, Algonquian) ",D2,place,Goal,no’,americas
"Arapaho (Algic, Algonquian) ",D3,place,Place,yih,americas
"Arapaho (Algic, Algonquian) ",D3,place,Place,iie’,americas
"Arapaho (Algic, Algonquian) ",D3,place,Place,ebííhi’,americas
"Arapaho (Algic, Algonquian) ",D3,place,Goal,ebiihi’,americas
"Arapaho (Algic, Algonquian) ",D3,place,Goal,ebíisííhi’,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",SI,SI,Place,'ɑ̃rĩ,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",SI,SI,Place,aruka,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",SI,SI,Source,'ɑ̃rĩ,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",SI,SI,Goal,'ɑ̃rĩ,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",D1,place,Place,'joi,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",D1,place,Source,joi,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",D1,place,Goal,joi,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",D2,place,Place,dõi,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",D2,place,Source,dõi,americas
"[AM-13] Cubeo (Tucanoan, Western Tucanoan) ",D2,place,Goal,dõi,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",SI,SI,Place,háksa,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",SI,SI,Place,hakúnsa,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",SI,SI,Source,hakú'ubosa,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",SI,SI,Goal,haúsa,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",SI,SI,Goal,hákunbičáasa,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Place,'ím,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Place,'iním,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Place,ími'i,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Place,íními'i,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Source,ím,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Source,'iním,americas
